region,name,number,gender,birthYear,party,number of votes,percentage of votes,elected,incumbent,type of election,identity
高雄縣選舉區,余政道,14,男,1963,民主進步黨,36979,6.32%,*,否,第 04 屆立法委員選舉,區域
高雄縣選舉區,王金平,15,男,1941,中國國民黨,81050,13.85%,*,是,第 04 屆立法委員選舉,區域
屏東縣選舉區,林淼塘,1,男,1942,無,3871,0.95%,,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,鄭朝明,2,男,1952,民主進步黨,35007,8.57%,*,是,第 04 屆立法委員選舉,區域
屏東縣選舉區,劉煜基,3,男,1946,建國黨,1789,0.44%,,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,李景雯,4,男,1928,無,13293,3.25%,,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,廖婉汝,5,女,1960,中國國民黨,40426,9.89%,*,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,伍澤元,6,男,1945,無,50164,12.28%,*,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,邱彰,7,女,1950,民主進步黨,28852,7.06%,,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,邱茂男,8,男,1942,民主進步黨,28532,6.98%,,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,曾永權,9,男,1947,中國國民黨,50432,12.34%,*,是,第 04 屆立法委員選舉,區域
屏東縣選舉區,曹啟鴻,10,男,1948,民主進步黨,41431,10.14%,*,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,林淵熙,11,男,1949,民主聯盟,18005,4.41%,,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,林正家,12,男,1954,無,557,0.14%,,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,郭廷才,13,男,1936,中國國民黨,43309,10.60%,*,是,第 04 屆立法委員選舉,區域
屏東縣選舉區,蔡豪,14,男,1958,無,32427,7.94%,*,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,亓允文,15,男,1957,新黨,2718,0.67%,,否,第 04 屆立法委員選舉,區域
屏東縣選舉區,余慎,16,女,1948,中國國民黨,17839,4.37%,,否,第 04 屆立法委員選舉,區域
臺東縣選舉區,徐慶元,1,男,1957,民主聯盟,31913,42.45%,*,否,第 04 屆立法委員選舉,區域
臺東縣選舉區,吳秉叡,2,男,1966,民主進步黨,16366,21.77%,,否,第 04 屆立法委員選舉,區域
臺東縣選舉區,晋志宏,3,男,1962,新黨,647,0.86%,,否,第 04 屆立法委員選舉,區域
臺東縣選舉區,粱俊良,4,男,1945,中國國民黨,26254,34.92%,,否,第 04 屆立法委員選舉,區域
花蓮縣選舉區,鍾利德,1,男,1942,中國國民黨,32575,30.57%,*,是,第 04 屆立法委員選舉,區域
花蓮縣選舉區,游盈隆,2,男,1956,民主進步黨,20970,19.68%,,否,第 04 屆立法委員選舉,區域
花蓮縣選舉區,陳永興,3,男,1950,新國家連線,16001,15.02%,,是,第 04 屆立法委員選舉,區域
花蓮縣選舉區,張福興,4,男,1942,中國國民黨,27856,26.14%,*,否,第 04 屆立法委員選舉,區域
花蓮縣選舉區,徐國士,5,男,1942,新黨,3665,3.44%,,否,第 04 屆立法委員選舉,區域
花蓮縣選舉區,張偉,6,男,1933,無,5499,5.16%,,否,第 04 屆立法委員選舉,區域
澎湖縣選舉區,林炳坤,1,男,1948,中國國民黨,22342,62.78%,*,是,第 04 屆立法委員選舉,區域
澎湖縣選舉區,許丕龍,2,男,1939,民主進步黨,11079,31.13%,,否,第 04 屆立法委員選舉,區域
澎湖縣選舉區,陳成家,3,男,1960,無,2169,6.09%,,否,第 04 屆立法委員選舉,區域
基隆市選舉區,江鑒育,1,男,1960,無,8794,6.36%,,否,第 04 屆立法委員選舉,區域
基隆市選舉區,王拓,2,男,1944,民主進步黨,35884,25.97%,*,是,第 04 屆立法委員選舉,區域
基隆市選舉區,徐少萍,3,女,1941,中國國民黨,25142,18.20%,*,是,第 04 屆立法委員選舉,區域
基隆市選舉區,劉文雄,4,男,1954,中國國民黨,44245,32.02%,*,否,第 04 屆立法委員選舉,區域
基隆市選舉區,李彌,5,男,1948,新黨,24108,17.45%,,否,第 04 屆立法委員選舉,區域
新竹市選舉區,林政則,1,男,1944,中國國民黨,32800,27.14%,*,是,第 04 屆立法委員選舉,區域
新竹市選舉區,周陽山,2,男,1957,新黨,21321,17.64%,,是,第 04 屆立法委員選舉,區域
新竹市選舉區,王榮德,4,男,1953,無,634,0.52%,,否,第 04 屆立法委員選舉,區域
新竹市選舉區,柯建銘,5,男,1951,民主進步黨,35948,29.75%,*,是,第 04 屆立法委員選舉,區域
新竹市選舉區,張蔡美,6,女,1938,中國國民黨,28731,23.78%,*,否,第 04 屆立法委員選舉,區域
新竹市選舉區,黃中媄,7,女,1951,無,409,0.34%,,否,第 04 屆立法委員選舉,區域
新竹市選舉區,曾義豐,8,男,1947,無,1001,0.83%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,蔡明憲,1,男,1941,民主進步黨,47382,12.97%,*,是,第 04 屆立法委員選舉,區域
臺中市選舉區,鄭邦鎮,2,男,1947,建國黨,7830,2.14%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,余松俊,3,男,1950,無,1491,0.41%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,劉家驥,4,男,1951,無,3475,0.95%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,侯輝俊,5,男,1963,無,444,0.12%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,黃顯洲,6,男,1959,中國國民黨,27688,7.58%,*,否,第 04 屆立法委員選舉,區域
臺中市選舉區,黃啟晁,7,男,1963,民主聯盟,1169,0.32%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,陳演廷,8,男,1958,無,17600,4.82%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,許幸惠,9,女,1941,中國國民黨,23553,6.45%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,沈智慧,10,女,1957,中國國民黨,40113,10.98%,*,是,第 04 屆立法委員選舉,區域
臺中市選舉區,謝啟大,11,女,1949,新黨,38333,10.49%,*,是,第 04 屆立法委員選舉,區域
臺中市選舉區,沈顯堂,12,男,1949,民主進步黨,15585,4.26%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,廖文章,13,男,1959,民主聯盟,5543,1.52%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,王世勛,14,男,1951,民主進步黨,34451,9.43%,*,否,第 04 屆立法委員選舉,區域
臺中市選舉區,鐘先助,15,男,1942,無,18262,5.00%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,盧秀燕,16,女,1961,中國國民黨,41898,11.47%,*,否,第 04 屆立法委員選舉,區域
臺中市選舉區,黃義交,17,男,1953,無,27229,7.45%,*,否,第 04 屆立法委員選舉,區域
臺中市選舉區,陳坤湖,18,男,1953,無,3596,0.98%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,常照倫,19,男,1959,新黨,9500,2.60%,,否,第 04 屆立法委員選舉,區域
臺中市選舉區,陳錫秦,20,男,1954,無,276,0.08%,,否,第 04 屆立法委員選舉,區域
嘉義市選舉區,黃鴻鈞,1,男,1956,新黨,1963,1.88%,,否,第 04 屆立法委員選舉,區域
嘉義市選舉區,許文德,2,男,1950,無,1826,1.75%,,否,第 04 屆立法委員選舉,區域
嘉義市選舉區,張文英,3,女,1938,無,16587,15.91%,,否,第 04 屆立法委員選舉,區域
嘉義市選舉區,黃敏惠,4,女,1959,中國國民黨,40877,39.20%,*,否,第 04 屆立法委員選舉,區域
嘉義市選舉區,陳韋迪,5,男,1955,無,7684,7.37%,,否,第 04 屆立法委員選舉,區域
嘉義市選舉區,蔡同榮,6,男,1935,民主進步黨,35349,33.90%,*,是,第 04 屆立法委員選舉,區域
臺南市選舉區,邱文明,1,男,1953,民主進步黨,8300,2.81%,,否,第 04 屆立法委員選舉,區域
臺南市選舉區,杜振榮,2,男,1943,民主聯盟,8910,3.02%,,是,第 04 屆立法委員選舉,區域
臺南市選舉區,許添財,3,男,1951,新國家連線,34961,11.84%,*,是,第 04 屆立法委員選舉,區域
臺南市選舉區,陳榮盛,4,男,1946,中國國民黨,36494,12.36%,*,否,第 04 屆立法委員選舉,區域
臺南市選舉區,錢林慧君,5,女,1947,建國黨,21307,7.22%,,否,第 04 屆立法委員選舉,區域
臺南市選舉區,王昱婷,6,女,1973,中國國民黨,31264,10.59%,*,否,第 04 屆立法委員選舉,區域
臺南市選舉區,唐碧娥,7,女,1960,民主進步黨,30224,10.24%,*,否,第 04 屆立法委員選舉,區域
臺南市選舉區,黃昭凱,8,男,1942,民主進步黨,19207,6.51%,,否,第 04 屆立法委員選舉,區域
臺南市選舉區,蘇裕夫,9,男,1941,民主聯盟,2351,0.80%,,否,第 04 屆立法委員選舉,區域
臺南市選舉區,施台生,10,男,1946,中國國民黨,23022,7.80%,,是,第 04 屆立法委員選舉,區域
臺南市選舉區,陳癸淼,11,男,1934,新黨,12892,4.37%,,是,第 04 屆立法委員選舉,區域
臺南市選舉區,賴清德,12,男,1959,民主進步黨,31296,10.60%,*,否,第 04 屆立法委員選舉,區域
臺南市選舉區,林南生,13,男,1952,中國國民黨,34960,11.84%,*,否,第 04 屆立法委員選舉,區域
金門縣選舉區,陳國堯,1,男,1955,無,364,1.79%,,否,第 04 屆立法委員選舉,區域
金門縣選舉區,李成義,2,男,1960,無,7931,39.02%,,否,第 04 屆立法委員選舉,區域
金門縣選舉區,陳清寶,3,男,1955,中國國民黨,9097,44.76%,*,是,第 04 屆立法委員選舉,區域
金門縣選舉區,陳耀煇,4,男,1952,新黨,1146,5.64%,,否,第 04 屆立法委員選舉,區域
金門縣選舉區,許金土,5,男,1954,無,1786,8.79%,,否,第 04 屆立法委員選舉,區域
連江縣選舉區,曹爾忠,1,男,1954,中國國民黨,2443,100.00%,*,是,第 04 屆立法委員選舉,區域
全國,莊金生,1,男,1941,中國國民黨,8617,14.30%,,是,第 04 屆立法委員選舉,平原
全國,章仁香,2,女,1953,中國國民黨,13069,21.69%,*,是,第 04 屆立法委員選舉,平原
全國,楊仁福,3,男,1942,中國國民黨,14493,24.05%,*,否,第 04 屆立法委員選舉,平原
全國,林正二,4,男,1952,中國國民黨,11182,18.56%,*,否,第 04 屆立法委員選舉,平原
全國,馬耀‧谷木,5,男,1957,民主進步黨,3934,6.53%,,否,第 04 屆立法委員選舉,平原
全國,蔡中涵,6,男,1943,全國民主非政黨聯盟,8958,14.87%,*,是,第 04 屆立法委員選舉,平原
全國,吳文明,1,男,1935,中國台灣原住民黨,1171,1.54%,,否,第 04 屆立法委員選舉,山原
全國,瓦歷斯‧貝林,2,男,1952,全國民主非政黨聯盟,12175,15.99%,*,是,第 04 屆立法委員選舉,山原
全國,羅法尼耀學海,3,男,1965,無,229,0.30%,,否,第 04 屆立法委員選舉,山原
全國,全文盛,4,男,1958,中國國民黨,9703,12.74%,,是,第 04 屆立法委員選舉,山原
全國,尤哈尼‧伊斯卡卡夫特,5,男,1953,民主進步黨,5742,7.54%,,否,第 04 屆立法委員選舉,山原
全國,葉神保,6,男,1955,民主聯盟,6600,8.67%,,否,第 04 屆立法委員選舉,山原
全國,高揚昇,7,男,1952,中國國民黨,12932,16.99%,*,是,第 04 屆立法委員選舉,山原
全國,曾華德,8,男,1953,中國國民黨,15818,20.78%,*,否,第 04 屆立法委員選舉,山原
全國,林春德,9,男,1947,中國國民黨,11764,15.45%,*,否,第 04 屆立法委員選舉,山原
臺北市第1選區,汪立峽,1,男,1944,勞動黨,498,0.08%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,鄭元良,2,男,1941,無,336,0.06%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,謝欽宗,3,男,1952,中國國民黨,45672,7.58%,*,否,第 03 屆立法委員選舉,區域
臺北市第1選區,陳漢強,4,男,1937,新黨,59575,9.89%,*,否,第 03 屆立法委員選舉,區域
臺北市第1選區,丁守中,5,男,1954,中國國民黨,57412,9.53%,*,是,第 03 屆立法委員選舉,區域
臺北市第1選區,王仲良,6,男,1953,無,326,0.05%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,蕭裕珍,7,女,1956,民主進步黨,37744,6.27%,*,否,第 03 屆立法委員選舉,區域
臺北市第1選區,張慶源,8,男,1958,無,401,0.07%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,王雪峯,9,女,1964,民主進步黨,70277,11.67%,*,否,第 03 屆立法委員選舉,區域
臺北市第1選區,趙玲玲,10,女,1945,中國國民黨,29570,4.91%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,李勝峰,11,男,1954,無,6773,1.12%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,吳武明,12,男,1957,無,768,0.13%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,陳建銘,13,男,1967,無,291,0.05%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,吳寶芬,14,女,1962,無,2548,0.42%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,林濁水,15,男,1947,民主進步黨,46059,7.65%,*,是,第 03 屆立法委員選舉,區域
臺北市第1選區,郝龍斌,16,男,1952,新黨,61259,10.17%,*,否,第 03 屆立法委員選舉,區域
臺北市第1選區,穆閩珠,17,女,1949,中國國民黨,30340,5.04%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,江鵬堅,18,男,1940,民主進步黨,26055,4.33%,,是,第 03 屆立法委員選舉,區域
臺北市第1選區,江碩平,19,男,1949,無,13021,2.16%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,張晉城,20,男,1949,民主進步黨,34845,5.78%,*,否,第 03 屆立法委員選舉,區域
臺北市第1選區,高惠宇,21,女,1947,新黨,50833,8.44%,*,否,第 03 屆立法委員選舉,區域
臺北市第1選區,柯賜海,22,男,1956,無,145,0.02%,,否,第 03 屆立法委員選舉,區域
臺北市第1選區,劉宗明,23,男,1947,中國國民黨,27602,4.58%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,黃建源,1,男,1956,無,510,0.09%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,王娟萍,2,女,1960,勞動黨,709,0.12%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,陳鴻基,3,男,1949,中國國民黨,41177,7.05%,*,否,第 03 屆立法委員選舉,區域
臺北市第2選區,張智雄,4,男,1948,無,506,0.09%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,葛彰台,5,男,1952,無,138,0.02%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,沈慶台,6,男,1949,無,239,0.04%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,廖立宇,7,男,1948,無,1846,0.32%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,潘維剛,8,女,1957,中國國民黨,53984,9.24%,*,是,第 03 屆立法委員選舉,區域
臺北市第2選區,趙寧,9,男,1943,中國國民黨,39803,6.81%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,顏錦福,10,男,1937,民主進步黨,56848,9.73%,*,是,第 03 屆立法委員選舉,區域
臺北市第2選區,李慶華,11,男,1948,新黨,52997,9.07%,*,是,第 03 屆立法委員選舉,區域
臺北市第2選區,邱衍明,12,男,1947,無,324,0.06%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,謝弘康,13,男,1943,無,727,0.12%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,邱彰,14,女,1950,無,14394,2.46%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,丘衛邦,15,男,1938,無,383,0.07%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,鄭良,16,女,1940,無,252,0.04%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,朱惠良,17,女,1950,新黨,60485,10.35%,*,否,第 03 屆立法委員選舉,區域
臺北市第2選區,楊炯煌,18,男,1946,無,353,0.06%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,尤英夫,19,男,1939,無,2285,0.39%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,方景鈞,20,男,1930,無,641,0.11%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,沈富雄,21,男,1939,民主進步黨,48275,8.26%,*,是,第 03 屆立法委員選舉,區域
臺北市第2選區,周陽山,22,男,1957,新黨,54456,9.32%,*,否,第 03 屆立法委員選舉,區域
臺北市第2選區,魏鏞,23,男,1937,中國國民黨,18188,3.11%,,是,第 03 屆立法委員選舉,區域
臺北市第2選區,羅世和,24,男,1963,無,885,0.15%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,黃天福,25,男,1938,民主進步黨,50072,8.57%,*,否,第 03 屆立法委員選舉,區域
臺北市第2選區,莊松富,26,男,1955,無,468,0.08%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,張婉君,27,女,1964,無,1881,0.32%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,陳夢榮,28,男,1951,無,574,0.10%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,張泮香,29,男,1950,無,312,0.05%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,周慶峻,30,男,1943,無,130,0.02%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,張世傑,31,男,1951,無,855,0.15%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,郇金銓,32,男,1951,無,1744,0.30%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,葉菊蘭,33,女,1949,民主進步黨,56364,9.64%,*,是,第 03 屆立法委員選舉,區域
臺北市第2選區,周金地,34,男,1947,無,149,0.03%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,邵宗海,35,男,1946,中國國民黨,20765,3.55%,,否,第 03 屆立法委員選舉,區域
臺北市第2選區,蔡冠倫,36,男,1941,無,730,0.12%,,否,第 03 屆立法委員選舉,區域
高雄市第1選區,朱高正,1,男,1954,新黨,45936,12.70%,*,是,第 03 屆立法委員選舉,區域
高雄市第1選區,黃昭順,2,女,1953,中國國民黨,42571,11.77%,*,是,第 03 屆立法委員選舉,區域
高雄市第1選區,葉耀鵬,3,男,1942,無,31670,8.75%,,否,第 03 屆立法委員選舉,區域
高雄市第1選區,趙幸男,4,男,1944,中國國民黨,25039,6.92%,,否,第 03 屆立法委員選舉,區域
高雄市第1選區,鄭德耀,5,男,1951,無,2041,0.56%,,否,第 03 屆立法委員選舉,區域
高雄市第1選區,曾景亮,6,男,1949,無,481,0.13%,,否,第 03 屆立法委員選舉,區域
高雄市第1選區,陳其邁,7,男,1964,民主進步黨,38367,10.60%,*,否,第 03 屆立法委員選舉,區域
高雄市第1選區,李必賢,8,男,1947,中國國民黨,55385,15.31%,*,是,第 03 屆立法委員選舉,區域
高雄市第1選區,李慶雄,9,男,1938,民主進步黨,35009,9.68%,,是,第 03 屆立法委員選舉,區域
高雄市第1選區,朱星羽,10,男,1956,民主進步黨,37453,10.35%,*,是,第 03 屆立法委員選舉,區域
高雄市第1選區,王天競,11,男,1947,中國國民黨,38054,10.52%,*,是,第 03 屆立法委員選舉,區域
高雄市第1選區,蘇盈貴,12,男,1958,無,9822,2.71%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,王志雄,1,男,1952,中國國民黨,33903,11.34%,*,否,第 03 屆立法委員選舉,區域
高雄市第2選區,周平德,2,男,1939,民主進步黨,19653,6.58%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,王文正,3,男,1946,中國國民黨,22843,7.64%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,劉典,4,男,1951,無,393,0.13%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,林杰正,5,男,1954,無,765,0.26%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,郭金生,6,男,1953,中國國民黨,27847,9.32%,*,是,第 03 屆立法委員選舉,區域
高雄市第2選區,黃昭輝,7,男,1946,民主進步黨,24222,8.10%,,是,第 03 屆立法委員選舉,區域
高雄市第2選區,林宏宗,8,男,1951,無,41234,13.80%,*,否,第 03 屆立法委員選舉,區域
高雄市第2選區,戴勝祝,9,男,1950,無,364,0.12%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,張俊雄,10,男,1938,民主進步黨,29859,9.99%,*,是,第 03 屆立法委員選舉,區域
高雄市第2選區,黃國鐘,11,男,1954,新黨,28031,9.38%,*,否,第 03 屆立法委員選舉,區域
高雄市第2選區,許曉丹,12,女,1958,無,16323,5.46%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,王貴雄,13,男,1953,無,103,0.03%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,林景元,14,男,1925,無,1454,0.49%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,成樹芬,15,女,1951,中國國民黨,24520,8.20%,,否,第 03 屆立法委員選舉,區域
高雄市第2選區,陳光復,16,男,1955,民主進步黨,27381,9.16%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,廖學廣,1,男,1954,無,76412,5.40%,*,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,周荃,2,女,1956,新黨,70733,5.00%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,李顯榮,3,男,1947,中國國民黨,47115,3.33%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,林志嘉,4,男,1958,中國國民黨,58125,4.11%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,林福田,5,男,1961,無,1681,0.12%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,董尚中,6,男,1931,無,587,0.04%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,陳宏昌,7,男,1956,中國國民黨,47890,3.38%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,曾宗順,8,男,1957,無,1851,0.13%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,蔡正揚,9,男,1957,新黨,50834,3.59%,*,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,劉盛良,10,男,1939,中國國民黨,56580,4.00%,*,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,吳勇雄,11,男,1943,無,937,0.07%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,張馥堂,12,男,1938,新黨,33515,2.37%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,姚江臨,13,男,1950,中國國民黨,6775,0.48%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,陳金城,14,男,1947,中國國民黨,8532,0.60%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,陳金德,15,男,1944,民主進步黨,33862,2.39%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,楊悟空,16,男,1954,無,14377,1.02%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,劉炳華,17,男,1955,中國國民黨,40996,2.90%,,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,洪秀柱,18,女,1948,中國國民黨,49563,3.50%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,吳梓,19,男,1939,無,3438,0.24%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,陳婉真,20,女,1950,民主進步黨,37715,2.67%,,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,黃煌雄,21,男,1944,民主進步黨,30368,2.15%,,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,盧嘉辰,22,男,1953,無,9951,0.70%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,邱華康,23,男,1955,無,830,0.06%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,石瓊文,24,男,1950,無,687,0.05%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,田永彥,25,男,1962,無,6578,0.46%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,翁明崧,26,男,1959,無,504,0.04%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,蔡有全,27,男,1951,民主進步黨,25274,1.79%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,李應元,28,男,1953,民主進步黨,51155,3.62%,*,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,孫安迪,29,男,1953,無,8771,0.62%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,楊世雄,30,男,1947,新黨,43329,3.06%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,蔡文賢,31,男,1962,中國國民黨,35275,2.49%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,羅家康,32,男,1936,無,345,0.02%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,陳茂男,33,男,1941,民主進步黨,31754,2.24%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,盧修一,34,男,1941,民主進步黨,75203,5.31%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,蘇貞昌,35,男,1947,民主進步黨,66146,4.67%,*,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,朱蕾,36,女,1958,無,2607,0.18%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,羅福助,37,男,1943,無,51878,3.67%,*,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,詹裕仁,38,男,1951,中國國民黨,29214,2.06%,,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,葉憲修,39,男,1948,無,34803,2.46%,,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,陳正忠,40,男,1954,民主進步黨,5080,0.36%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,張金策,41,男,1942,無,7930,0.56%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,李錫錕,42,男,1947,無,3358,0.24%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,周伯倫,43,男,1954,民主進步黨,47239,3.34%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,趙永清,44,男,1957,中國國民黨,54330,3.84%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,韓國瑜,45,男,1957,中國國民黨,59109,4.18%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,鄭逢時,46,男,1941,中國國民黨,46451,3.28%,*,是,第 03 屆立法委員選舉,區域
臺北縣選舉區,李日盛,47,男,1956,無,454,0.03%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,蘇國輝,48,男,1950,無,834,0.06%,,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,傅崐成,49,男,1951,新黨,43643,3.08%,*,否,第 03 屆立法委員選舉,區域
臺北縣選舉區,吳和順,50,男,1950,無,328,0.02%,,否,第 03 屆立法委員選舉,區域
宜蘭縣選舉區,林建榮,1,男,1946,中國國民黨,57565,33.71%,*,否,第 03 屆立法委員選舉,區域
宜蘭縣選舉區,陳定南,2,男,1943,民主進步黨,93644,54.84%,*,是,第 03 屆立法委員選舉,區域
宜蘭縣選舉區,文祖湘,3,男,1953,中國國民黨,19558,11.45%,,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,林啟榮,1,男,1955,無,3083,0.48%,,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,彭勝遙,2,男,1953,無,1839,0.29%,,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,黃主文,3,男,1941,中國國民黨,57799,9.06%,*,是,第 03 屆立法委員選舉,區域
桃園縣選舉區,郁慕明,4,男,1940,新黨,74119,11.61%,*,是,第 03 屆立法委員選舉,區域
桃園縣選舉區,翁仁彥,5,男,1954,無,4347,0.68%,,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,吳克清,6,男,1954,中國國民黨,44196,6.92%,*,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,鄭寶清,7,男,1955,民主進步黨,46243,7.24%,*,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,魏廷朝,8,男,1936,民主進步黨,39767,6.23%,,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,彭紹瑾,9,男,1957,民主進步黨,60343,9.45%,*,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,朱鳳芝,10,女,1948,中國國民黨,94326,14.78%,*,是,第 03 屆立法委員選舉,區域
